image_filename,contour_index,area,perimeter,centroid_x,centroid_y
6,21,144.5,59.071067690849304,305,1012
6,22,61.5,34.24264061450958,3,1005
6,23,166.5,51.899494767189026,1114,985
6,24,1589.5,186.32590079307556,887,982
6,25,389.5,102.04163002967834,732,917
6,26,82.0,35.31370830535889,952,858
6,27,715.5,109.35533833503723,854,830
6,28,69.0,34.485281229019165,2828,785
6,29,99.0,42.485281229019165,2764,770
6,30,89.0,51.31370830535889,20,698
6,31,691.5,110.87005722522736,1092,678
6,32,151.5,48.72792184352875,2270,661
6,33,335.0,86.62741661071777,1173,658
6,34,70.0,32.82842707633972,884,643
6,35,55.5,30.242640614509583,2546,623
6,36,412.5,93.55634891986847,2510,617
6,37,576.5,139.49747371673584,390,600
6,38,71.0,32.82842707633972,1850,535
6,39,877.5,124.04163014888763,2507,433
6,40,557.0,101.79898953437805,861,422
6,41,151.5,51.899494767189026,2496,404
6,42,766.5,129.8406196832657,2066,405
6,43,90.0,44.485281229019165,2485,306
6,44,198.5,58.38477599620819,335,294
6,45,66.5,33.899494767189026,2473,289
6,46,91.0,45.31370830535889,2465,275
6,47,90.5,41.071067690849304,1361,247
6,48,68.5,33.071067690849304,18,243
6,49,998.0,172.9116871356964,1160,195
6,50,152.5,53.899494767189026,2494,91
6,51,419.5,90.04163002967834,264,83
6,52,55.0,29.656854152679443,2711,70
6,53,535.0,140.62741661071777,2598,32
2,0,66.0,33.65685415267944,51,1689
2,1,136.0,58.485281229019165,1227,1689
2,2,349.5,81.89949476718903,1106,1688
2,3,206.5,73.55634891986847,1019,1687
